2.916093199512943823e-02,1.036129281038758454e-02,1.033666127465067940e-02,6.622463758249537251e-03,1.729458407854521027e-02,1.020563930703426853e-02,1.039933715293741602e-02,1.097668043552145999e-02,9.045728856627627615e-03,1.016388369797883995e-02,1.051690811791676852e-02,9.760067506363217724e-03,1.027517739233087084e-02,9.258118920230897636e-03,1.032239380505584753e-02,9.474750230809974097e-03,9.716293438334373117e-03,9.488147691253357233e-03,9.634187198683311776e-03,8.743607889352564277e-03,1.008253842575864041e-02,9.594695074510398158e-03,1.155650162898661480e-02,9.611972442190287735e-03,1.020690975098223312e-02,1.029853914088067757e-02,1.005644041611411868e-02,9.936078900931547345e-03,9.899978793236400426e-03,9.934470303114860401e-03,9.119098854432390253e-03,9.522669438943063419e-03,9.626644569970942145e-03,1.006803955826204681e-02,1.087717577591705911e-02,9.450555202503197610e-03,9.424034002123327092e-03,1.043482486879045677e-02,1.052268419286776953e-02,8.996706325558849124e-03,9.239938664074773961e-03,8.953168116046779021e-03,9.157192580744471372e-03,1.052193573728781202e-02,9.642700185490160267e-03,1.016757153895930278e-02,9.492535511024829953e-03,9.287754213644501891e-03,9.189800842533884379e-03,9.675539811551793143e-03,9.817164329880745735e-03,9.844646330492512129e-03,9.206147017372760810e-03,9.165621872688507060e-03,9.595927794726845719e-03,9.982118297576298566e-03,9.474092418462812942e-03,9.909543605701521748e-03,9.531384532762513309e-03,1.014332196309978076e-02,1.074679786564232929e-02,1.403388327970058781e-02,1.063524680171536695e-02,1.045116257269913806e-02,9.504367219126378177e-03,9.420012083626529489e-03,1.025804654776839298e-02,1.099343594338885594e-02,9.512796653083029075e-03,1.024825812921602644e-02,9.593321332375337462e-03,9.971747352472578457e-03,1.076313816487060350e-02,9.725598344838378567e-03,9.920568043107719919e-03,9.406606369057702449e-03,9.954640521127810018e-03,1.127439468749926940e-02,8.889687738444040574e-03,1.045932119112214474e-02,1.072775675819616185e-02,9.570432216500916398e-03,1.019957772111456523e-02,1.058149814800704580e-02,1.042479374613387161e-02,1.028056060932921491e-02,1.006754552556435658e-02,9.076291365122605981e-03,1.069686281920251107e-02,1.095905340484862669e-02,1.017467644031640195e-02,1.046276467796144333e-02,9.500733716364380063e-03,8.355310843002412141e-03,1.048440294851113626e-02,1.000239458738201928e-02,1.010163043610155797e-02,9.595164607867929379e-03
1.036129281038758974e-02,1.857590102683717020e-02,1.267896063183639697e-02,5.285594409608707425e-03,9.576409805625312258e-03,1.129699199365794687e-02,9.684776066773509440e-03,8.907445117898550244e-03,9.431226769265194099e-03,1.085052856648010579e-02,8.419687924970544954e-03,9.962295362068138843e-03,1.050495746279882930e-02,9.129316065684102421e-03,1.069227018004031970e-02,9.729637757340380694e-03,9.545296512873578665e-03,1.028333306994107070e-02,9.607771895449281757e-03,9.274820428601084771e-03,9.777623954396203604e-03,1.086470353037431898e-02,1.170262247882795405e-02,1.106033251136352355e-02,1.081324879132755483e-02,1.064015560047462672e-02,9.208028955617966749e-03,9.909499459159700277e-03,8.881168748065843693e-03,1.005645766552615804e-02,9.242117567757401203e-03,1.030017351201493493e-02,8.848845518380193953e-03,1.062105011961449533e-02,1.103205307730561330e-02,1.033352542357143453e-02,9.836405007811722945e-03,8.762570553387822453e-03,1.105010373907362904e-02,9.737835341199962622e-03,9.334711719876046671e-03,9.910606568571097078e-03,1.066735211605527971e-02,1.167640640386953879e-02,1.052629373462144260e-02,1.074646391488034633e-02,1.052543669471164671e-02,8.998162920280316016e-03,1.001692009474821655e-02,1.021428185184244074e-02,1.063818565888946348e-02,8.903935501794364715e-03,1.028043470664906020e-02,1.014557031081417260e-02,9.538793218726148576e-03,9.185494160122932919e-03,1.007229715150249547e-02,9.926136390706238530e-03,1.099683313990491504e-02,1.153616947733083695e-02,1.160520122431298387e-02,1.002237174622765820e-02,1.184908452639917009e-02,1.270143321772007790e-02,1.015559450093803627e-02,9.303503979759613143e-03,1.079348999539359553e-02,1.212948348769753854e-02,1.000113211959292696e-02,9.970524173604042306e-03,1.019673653446362405e-02,1.018915309435201172e-02,8.590395506992301242e-03,9.001757996942912760e-03,9.690790474921991832e-03,1.019035438298495841e-02,1.017742495788650364e-02,9.049746666244518761e-03,9.121266746065923720e-03,9.368719957003409857e-03,8.971124732581129899e-03,1.029902299301930189e-02,1.017040482415066879e-02,1.041000323920632936e-02,1.098912374950501876e-02,1.123893832977137380e-02,1.079194568044093694e-02,9.156771110594416618e-03,1.236877154948011481e-02,9.182004264015549561e-03,1.055784230020393594e-02,1.010549317350365947e-02,9.910882798256474141e-03,8.908126448814831372e-03,9.617543784229628384e-03,1.155383329519561741e-02,1.085037473133351055e-02,1.049210655690796176e-02
1.033666127465067593e-02,1.267896063183640044e-02,1.549193269326275962e-02,4.826937671480515182e-03,9.702902194793864427e-03,1.206826106106880132e-02,9.960404876760425505e-03,8.118615074974373097e-03,9.341687876589066519e-03,1.161614906252983470e-02,7.731318287970894571e-03,1.024484057536696052e-02,1.042884084255859579e-02,9.065329259011524476e-03,1.134093490002968316e-02,9.810157587979420266e-03,8.999405531628772506e-03,1.017706722367127566e-02,9.316213700029421854e-03,9.182400674573177116e-03,1.027744211012712391e-02,1.082286889593938456e-02,1.209371555145496296e-02,1.105631657091069031e-02,1.063878555030765838e-02,1.102284179018934995e-02,9.287320598206355929e-03,1.017204284263335812e-02,8.082409411874503721e-03,1.026776823595737520e-02,9.179746782912239292e-03,1.039022187877295354e-02,9.265613535833043535e-03,1.046821150672884622e-02,1.179556753035257248e-02,1.044263629458361611e-02,9.968763930666641251e-03,7.986570385633133193e-03,1.165096315893583527e-02,9.936747896863697138e-03,9.333002559707936213e-03,9.272288406819088891e-03,1.011080017145453425e-02,1.179192247290478460e-02,1.072370239327223758e-02,1.131297668534667240e-02,1.028676383763225087e-02,8.843661088094001768e-03,9.762412128623604649e-03,1.061087262635240433e-02,1.068119280872589609e-02,8.166008510840870246e-03,9.585629642223461935e-03,1.065463694486411608e-02,8.998197420332304866e-03,8.417090073448728338e-03,1.021667562684251164e-02,9.872535772747539559e-03,1.058097142555472145e-02,1.243121177708114179e-02,1.195280548051949610e-02,1.030374392934376056e-02,1.287792561144315839e-02,1.527804671482551474e-02,9.802141503879003084e-03,9.412091968099759245e-03,1.113092151336887020e-02,1.254271876594305335e-02,1.008859722572369964e-02,1.024304036016674378e-02,1.015248338105449559e-02,1.089730651103390513e-02,7.844965101794061646e-03,9.159835991140357139e-03,9.755991431352434989e-03,9.820102349054869034e-03,9.866071918805814980e-03,8.453803594035431274e-03,8.713875510676654876e-03,8.593818597592320710e-03,8.176655318039325465e-03,9.306503983701936572e-03,1.017757446895640322e-02,1.083854659987108782e-02,1.122851597051070620e-02,1.202352762568560489e-02,1.071061192949444331e-02,8.514271802514952400e-03,1.355251881514077036e-02,8.605187136217504543e-03,1.099041674170059095e-02,1.049457993932055577e-02,1.021817745051840226e-02,8.052376055745867969e-03,9.709375751069143634e-03,1.247581567824620694e-02,1.058887580251124949e-02,1.054805363838350919e-02
6.622463758249538986e-03,5.285594409608709160e-03,4.826937671480511713e-03,3.850150851345683356e-01,7.144783923210010212e-03,5.491473802610978734e-03,6.480421549611699999e-03,5.392219957922412578e-03,6.673056366919820175e-03,5.529303991270586617e-03,6.846647018562462307e-03,5.954764680566548840e-03,6.469771902349138147e-03,7.050789514264623956e-03,6.107914349710908547e-03,6.668998655868250101e-03,7.157421100397553734e-03,6.254069902556846222e-03,6.992602335975982818e-03,7.175965699056873447e-03,6.555055106852873507e-03,6.075365698622815086e-03,5.347712604590876620e-03,5.932223640640015352e-03,6.586861950146819140e-03,5.848828479489100694e-03,6.914909047010449686e-03,6.828728342192833152e-03,7.698147187444833763e-03,6.067249302255398914e-03,6.770953455555307580e-03,6.282805300160523854e-03,7.023280991536802118e-03,6.536378055114121406e-03,5.770837153481893009e-03,6.275422368373014502e-03,6.649602925431379215e-03,6.060729826149842923e-03,5.710647460732097558e-03,6.420163988531422949e-03,6.320672099276258490e-03,7.486602285480000937e-03,6.168048919107711574e-03,5.498854080704669578e-03,5.894107623533792299e-03,5.674869357132269858e-03,5.850299436919344231e-03,7.361505682524359905e-03,6.640482691138652020e-03,5.866809118616548614e-03,5.894842804587249220e-03,7.678066216948152903e-03,6.696561721381420057e-03,6.275854384524219738e-03,7.091339181865746744e-03,5.660993621479520205e-03,6.467371162627223724e-03,6.648688781794983606e-03,5.922950581070724266e-03,5.397333853284715273e-03,5.597471596961478210e-03,6.663941887994717303e-03,5.323633948097138482e-03,4.816385161575088662e-03,7.128682724743306935e-03,7.167365850750289855e-03,5.920934708272724417e-03,5.196135882584405896e-03,6.401995744191357578e-03,6.141267822538465024e-03,6.336032269807894031e-03,5.919651261568278922e-03,5.382748755590115348e-03,7.079769822287235344e-03,6.832616136321022736e-03,6.946303750232475996e-03,6.305735449022928027e-03,7.072433966377901678e-03,8.223421726824562197e-03,5.961979548207253093e-03,5.217611425962903442e-03,6.879401505960282617e-03,6.096642992678031996e-03,6.462690637802649338e-03,6.294887376014006268e-03,5.540942517502474123e-03,6.061295651066579519e-03,8.538473017631161704e-03,4.994649426787686232e-03,6.193410721169050580e-03,5.921792553660908294e-03,6.653078980016998746e-03,6.206148524357771486e-03,8.169603699262659169e-03,7.634534750176206856e-03,5.123668348766247278e-03,6.020539158884243534e-03,6.579678485279812257e-03
1.729458407854523108e-02,9.576409805625312258e-03,9.702902194793866161e-03,7.144783923210011080e-03,3.394223357931200336e-02,9.663353420102343064e-03,9.921172001948230443e-03,1.149485525363827011e-02,8.943706647101918109e-03,9.728771917145143458e-03,1.129642500786994484e-02,9.498323008178483420e-03,9.615227489328737748e-03,8.927268276353646920e-03,1.044592149974821714e-02,9.301123885022941767e-03,9.077413867947839790e-03,9.172725499536208901e-03,9.649878541622322267e-03,8.510186155124508170e-03,9.388927051656168962e-03,9.104440286033041105e-03,1.145102688451714139e-02,9.256667177619861200e-03,9.760147285517287163e-03,9.713384744368204482e-03,9.378824383660578148e-03,9.941156008183920159e-03,1.039675973879254471e-02,9.803034221610754453e-03,8.882259557386033150e-03,8.878875416321482111e-03,1.008709845258584648e-02,1.025784170922295485e-02,1.029563426887431313e-02,9.301411839341262172e-03,8.916125649934271771e-03,1.173810772334155442e-02,9.916758765400940021e-03,9.221367786293793375e-03,8.995395239587490252e-03,9.265339367474015667e-03,9.169238549519611800e-03,1.017924673031651329e-02,1.009712249186666029e-02,1.019065013009634590e-02,9.404479390068172517e-03,8.664420195715121994e-03,8.733580409479774209e-03,9.374478795176131862e-03,9.913163108782936661e-03,1.086509053864707919e-02,9.308886945666540458e-03,9.071358150430100520e-03,9.867522144786654986e-03,1.022389652956592725e-02,9.257294349274207759e-03,9.533554670600094191e-03,8.947951549539643820e-03,9.794167422093420436e-03,1.006035235026067100e-02,2.228307971928144421e-02,1.003913439773660918e-02,9.781571807549462386e-03,9.651368303266330897e-03,8.803770397825264743e-03,9.972224703237516849e-03,1.072883449567464849e-02,9.292442806951411657e-03,9.581279680748731528e-03,9.705093550377701453e-03,9.690346876223060110e-03,1.170347071706703476e-02,9.566379276504315826e-03,9.375585433388875650e-03,8.885331284151812975e-03,1.099686085581135647e-02,1.160447829861425625e-02,9.513430983462240267e-03,1.088830700085591761e-02,1.116166815242911406e-02,9.074203913294715332e-03,9.364671824428271937e-03,1.066153628777703234e-02,9.532599935335887842e-03,9.961748442004749945e-03,1.002971226200381413e-02,9.284743907774459584e-03,9.941859410241463135e-03,1.151006761546004113e-02,9.654108491556262495e-03,1.020620902552871537e-02,1.022054503281588297e-02,8.768829127223508324e-03,1.079696037738772478e-02,9.229392350818385951e-03,9.533787100283776239e-03,9.490062093144093630e-03
1.020563930703427026e-02,1.129699199365793820e-02,1.206826106106879265e-02,5.491473802610973530e-03,9.663353420102339594e-03,2.005118535976579269e-02,9.881207139298275530e-03,9.270899473447011610e-03,9.176629584178065679e-03,1.090444918053429246e-02,8.750854076375890606e-03,1.019233317558108053e-02,1.013007256330663956e-02,9.433550068530353883e-03,1.247850754408554377e-02,9.947895322079527980e-03,9.510529487758365152e-03,9.679913076554523196e-03,9.351148177572488063e-03,9.240331680776057988e-03,9.957818007905657257e-03,1.021907098411870517e-02,1.092253767788290732e-02,1.048285731051103523e-02,1.178028255521606019e-02,1.027809984214779829e-02,9.200511852431427287e-03,9.721485251124624763e-03,9.300381889360456733e-03,1.007443038326957287e-02,9.318890968204809541e-03,9.719706725224630181e-03,9.651420626807660427e-03,9.887540075999859401e-03,1.106122943395628118e-02,9.853647496782771270e-03,9.666602491008971162e-03,8.995625626402626099e-03,1.108997361399026264e-02,9.675828256893895946e-03,9.417158489291270820e-03,8.976019270041825718e-03,9.910016781978442726e-03,1.062449812625366682e-02,1.059549497385311317e-02,1.022984199327771349e-02,1.013718830256597932e-02,9.325133963926592398e-03,9.896863132664081644e-03,1.038810392320888530e-02,1.003968618385600933e-02,9.130447714311420646e-03,9.459494311821355778e-03,1.064346349232605897e-02,8.915704924888906771e-03,9.422844718254422616e-03,9.776707580733640796e-03,9.702100772098523965e-03,9.962701082686979681e-03,1.180506399464289168e-02,1.174086161791641943e-02,1.023173395865530771e-02,1.198767413008047095e-02,1.215556290251483366e-02,9.151949382731490099e-03,9.253113132193607066e-03,1.016322059045735027e-02,1.121348079723148879e-02,1.002208606475867361e-02,9.936216967201242159e-03,9.918776292482719276e-03,1.021162334262044544e-02,8.925000335810397492e-03,9.913341280168770989e-03,9.929241707261617436e-03,9.722828933480883937e-03,9.682502708150480045e-03,9.616391648199577522e-03,9.024437095066712919e-03,9.629969897107643756e-03,9.338099625495399278e-03,9.512240142408296892e-03,9.916315971835251361e-03,1.480952004526431449e-02,1.048741985352445727e-02,1.106650443633586459e-02,1.014841956011243787e-02,9.241199712395833585e-03,1.181742780995835573e-02,9.547691822574384118e-03,1.059156980493121750e-02,1.353532474710590454e-02,9.767318993610354244e-03,8.466763724707199179e-03,1.202608247021642179e-02,1.096383328028661085e-02,9.881801071131738473e-03,1.051075384777586455e-02
1.039933715293741602e-02,9.684776066773509440e-03,9.960404876760446322e-03,6.480421549611700867e-03,9.921172001948230443e-03,9.881207139298280734e-03,2.792342809678307475e-02,1.065182334902289168e-02,8.951740632174865972e-03,1.012029731191264881e-02,1.043087109824533155e-02,1.018890166496353930e-02,9.147600822003302753e-03,9.877158510338013633e-03,9.751216856158316168e-03,9.992513680218929537e-03,1.071108754052980255e-02,8.900452788599079804e-03,1.214414474450207192e-02,1.023136472721569885e-02,1.022565322732763710e-02,9.757898645349722538e-03,1.004667502260382130e-02,9.878530217023964721e-03,9.435971709532220766e-03,1.005839750803991413e-02,1.100417815799284958e-02,1.016732688091669459e-02,1.089241116763289656e-02,9.567486546351732998e-03,1.023768590941434228e-02,9.795406904091965780e-03,1.091693473735282083e-02,9.524329784158503537e-03,9.886081613334797569e-03,1.013330331861574812e-02,9.774137845643286748e-03,1.062247073591742960e-02,9.804058656512707956e-03,1.089902790208176903e-02,1.002790061999489675e-02,9.260161611706447041e-03,9.373061956845493703e-03,1.047974596596724581e-02,1.011647059771006787e-02,9.598832659868543338e-03,1.072657822545821163e-02,9.729318681599059132e-03,9.250267011079369578e-03,9.903954986888249476e-03,1.111577921285340775e-02,1.002907121035077377e-02,9.346473922421872499e-03,1.038698206295246042e-02,1.042868040778551636e-02,1.015645212848434974e-02,1.048620860892735158e-02,9.477690384384231462e-03,9.671420575450062618e-03,9.844949122099074315e-03,9.959970777515281606e-03,1.036847119822725816e-02,9.551589809230156061e-03,9.996942046283452746e-03,9.153282948986228573e-03,9.177406329682051556e-03,1.079318603869463752e-02,1.028573053142647388e-02,9.771025544516493549e-03,1.101383761902448299e-02,9.821909430652420170e-03,1.004578444926610727e-02,1.053228451695021640e-02,1.401558703137261927e-02,9.503618237948778871e-03,9.444204526000383321e-03,1.048496848507187232e-02,9.715938194043269652e-03,9.736925508932242276e-03,1.077498748411893567e-02,1.041088067001357323e-02,9.873723687118470677e-03,1.016556191393211232e-02,9.669358747001798385e-03,9.627391841042606119e-03,1.033600426624263317e-02,1.081614774066936603e-02,8.809593427758860562e-03,1.006445197301543588e-02,1.027376452761643612e-02,1.027176025169823301e-02,9.721651646550288559e-03,9.579613787995770041e-03,9.897028056936978124e-03,9.849786917499280675e-03,9.933555391685288533e-03,1.018293921439921042e-02,8.981248178161666679e-03
1.097668043552146172e-02,8.907445117898555448e-03,8.118615074974376566e-03,5.392219957922411711e-03,1.149485525363827011e-02,9.270899473447015079e-03,1.065182334902288995e-02,1.873348467953840982e-02,1.048320792961642337e-02,9.314687054605636299e-03,6.806352381041800431e-03,9.628954115101893627e-03,1.066190330281132671e-02,1.165474503879184408e-02,1.034724113860133014e-02,1.048206277552475932e-02,1.125060486528521066e-02,1.004894855529373833e-02,1.091183115208849315e-02,1.137311481275295362e-02,1.070626993231403416e-02,1.010036565487124581e-02,8.881769938545029316e-03,9.742813605431036375e-03,1.131580265290065869e-02,9.750045989802636273e-03,1.127567734058325388e-02,1.065711874791058604e-02,8.917065723218604856e-03,1.008933624403059170e-02,1.105600045066016876e-02,1.039822732578885717e-02,1.108503475718985824e-02,1.067576499311897152e-02,9.622252366483487196e-03,9.838627131821809507e-03,1.100993322155425017e-02,6.571764151659482620e-03,9.387107725909553391e-03,1.068199611436858494e-02,9.919494484084287467e-03,1.170064179704432585e-02,1.042825686058760325e-02,9.283359118844978705e-03,9.680213596978345242e-03,9.520403289201099031e-03,9.849828408381581732e-03,1.175867427882958116e-02,1.094977180567369493e-02,9.651715082488422290e-03,9.942835110422799938e-03,1.106933722590390003e-02,1.084453324156361628e-02,1.033058080236504660e-02,1.131454644100729143e-02,7.853982215020269622e-03,1.080712277218371167e-02,1.068339570500617154e-02,9.638351435833516709e-03,9.021196497878081200e-03,9.374054689612821428e-03,1.082930370697300117e-02,8.971550509863524675e-03,8.100866396241031275e-03,1.123370836672106694e-02,1.149813191381494383e-02,9.870247676218473973e-03,8.756686876148412138e-03,1.044600286682786754e-02,9.966773105106028000e-03,1.043853065970523977e-02,9.826819004348093592e-03,8.277922789443701440e-03,1.078265796797760016e-02,1.077768413909545135e-02,1.135357889089008698e-02,1.040372524239481684e-02,1.137538541382640545e-02,1.364659676273249737e-02,7.908612564704027223e-03,6.171377149423252009e-03,1.104542437376797130e-02,1.013072735614766601e-02,1.084812089220963706e-02,1.040302939022358722e-02,9.279385753250568927e-03,9.827713092942370887e-03,1.306309002329636426e-02,8.400696029309465476e-03,9.322780212844085368e-03,9.991969705307350569e-03,1.143082026343812327e-02,1.039410233245523056e-02,1.198175616023145450e-02,1.229458577923577337e-02,8.599174824326413780e-03,9.780999313942495554e-03,1.067451710406342770e-02
9.045728856627627615e-03,9.431226769265199303e-03,9.341687876589066519e-03,6.673056366919817572e-03,8.943706647101921578e-03,9.176629584178060475e-03,8.951740632174860768e-03,1.048320792961641816e-02,2.960818639792901427e-02,9.656918078648555129e-03,1.084559169926214983e-02,9.221978565941646444e-03,1.098007783298966811e-02,1.022935427765697507e-02,9.559781581124388028e-03,9.714592939945332697e-03,9.471897427392409613e-03,1.551732680318793772e-02,8.936218632238875081e-03,9.772782922803865263e-03,9.322248781740948009e-03,9.633602735627772029e-03,9.379407916410210933e-03,9.926334600448312798e-03,9.563345932720871898e-03,1.026768641897991136e-02,9.329846717470561407e-03,9.208488945187855851e-03,9.513525175899715039e-03,1.751598098328463818e-02,9.179669083426791193e-03,1.052684762604973526e-02,1.038737480441007111e-02,9.687140826901648183e-03,1.011657286945444670e-02,1.046559683430554021e-02,9.743516004530291749e-03,1.122698071635793056e-02,9.340769813033012944e-03,1.065150623371114401e-02,2.186944635284232899e-02,9.762503648995130706e-03,9.579557458042521276e-03,9.723737285495130667e-03,9.540798454457391498e-03,1.024268231773323677e-02,1.034761663932342104e-02,9.753480679343210294e-03,9.686972385413203379e-03,1.076226092284199125e-02,9.534519072044531779e-03,9.835180245504834134e-03,1.084671169225449698e-02,9.524236562171120579e-03,1.013951191443518245e-02,1.136938443184900595e-02,9.405768928694113046e-03,1.010276302197346543e-02,9.629574981335129596e-03,9.331590411526861917e-03,9.408647800438161082e-03,9.521469349828885764e-03,9.366196595141800668e-03,9.291383515451260081e-03,1.111704612654551907e-02,9.434028792227216673e-03,9.332251229146399513e-03,9.313229131735534932e-03,9.481613299627598621e-03,8.925657553895124247e-03,9.810404352732811709e-03,9.767533601889985886e-03,1.075790103122675236e-02,8.416597078870904219e-03,9.043533916238319023e-03,9.560396303620186803e-03,9.462705988413679103e-03,1.037077835523622302e-02,1.063962039059794182e-02,9.853878360660858760e-03,1.121572809428812191e-02,9.299670093640176674e-03,1.048634941479891121e-02,8.783782256426314605e-03,9.576089115126022733e-03,9.932290613004721505e-03,9.700285548988409751e-03,8.860200217993795258e-03,9.489272166250050169e-03,9.918820360219751664e-03,9.655112427952370138e-03,9.004264065330828959e-03,1.143398928346594200e-02,1.009949261067482652e-02,9.080213857989991727e-03,9.670549435173160166e-03,9.885059766115512903e-03,9.497525651214462281e-03
1.016388369797883995e-02,1.085052856648010058e-02,1.161614906252982603e-02,5.529303991270590954e-03,9.728771917145139989e-03,1.090444918053429420e-02,1.012029731191264707e-02,9.314687054605632829e-03,9.656918078648558598e-03,2.032839796394452989e-02,8.912346680037579877e-03,1.012788384602507537e-02,1.035457280619375871e-02,9.937621411053268461e-03,1.050075081523698002e-02,1.010286202836706282e-02,9.525556378480922945e-03,1.028633686256332121e-02,9.585029236004103531e-03,9.422258385009452467e-03,1.009383044968520729e-02,1.062560322191597427e-02,1.075031775123209445e-02,1.087950266924109580e-02,1.060817325495772186e-02,1.047999588297220813e-02,9.952794302561952106e-03,1.028499816988406174e-02,8.932761181852228588e-03,1.011404820351571691e-02,1.039827017014505195e-02,1.004878824161850939e-02,1.003163642974902459e-02,1.010116762931240197e-02,1.019973902366414983e-02,1.024645597780506068e-02,9.934878034258732421e-03,9.153766448311305426e-03,1.056753585015446535e-02,9.569793469479800571e-03,9.885715276474218299e-03,9.900481019998779580e-03,1.019239627301952132e-02,1.082464370132294601e-02,1.021353509209775579e-02,1.078781691692537806e-02,9.930853799938970869e-03,9.439513622928299291e-03,9.473072707618924310e-03,1.052065598106649048e-02,1.062641589871401310e-02,9.399355006681230085e-03,1.011896465523589618e-02,1.105412725357055211e-02,9.617228931542933304e-03,9.386483239204105461e-03,1.043841480793052633e-02,9.704334294628341046e-03,1.015352207368761667e-02,1.111046938330668282e-02,1.046923692903651767e-02,1.006426445619427665e-02,1.125404681443259274e-02,1.164680737800806443e-02,1.015820403304147634e-02,1.094438279702804329e-02,1.032167257944915234e-02,1.085403712778335202e-02,9.689191908239937895e-03,1.053025949683302973e-02,1.000091899828451161e-02,1.061603454607810276e-02,8.986483729636340900e-03,1.024024482078697909e-02,1.016398715299894617e-02,1.027479951789436394e-02,9.486413603866620733e-03,9.560664173103482905e-03,1.003884935230444503e-02,9.785737728432891344e-03,9.215105839663510073e-03,9.325458883613597233e-03,1.004503294025830933e-02,1.029784140374160120e-02,1.056905923397954798e-02,1.094923216624480930e-02,1.020986723272733661e-02,9.397083843417631394e-03,1.137722591198661072e-02,9.800042705592940107e-03,1.043029814163353407e-02,1.005815772173399188e-02,1.051402794468443355e-02,9.158340492154090975e-03,9.436588918125583467e-03,1.131038796483059897e-02,1.002965735211488497e-02,1.006969258783244232e-02
